ophcf2_protein,beau_protein,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
KAF4595021.1,XP_008598216.1,0,811,0,811
KAF4595022.1,XP_008598217.1,2.03E-153,440,1.01E-148,428
KAF4595023.1,XP_008598218.1,0,1009,0,994
KAF4595025.1,XP_008598176.1,0,818,0,830
KAF4595026.1,XP_008598175.1,0,550,0,550
KAF4595027.1,XP_008598174.1,0,910,0,918
KAF4595028.1,XP_008598173.1,0,768,0,768
KAF4595029.1,XP_008598172.1,0,1028,0,1056
KAF4595030.1,XP_008601621.1,0,823,0,822
KAF4595031.1,XP_008601622.1,0,4817,0,4888
KAF4595033.1,XP_008601624.1,0,1246,0,1210
KAF4595034.1,XP_008601625.1,0,825,0,849
KAF4595035.1,XP_008601626.1,0,1061,0,1072
KAF4595037.1,XP_008601627.1,0,1373,0,1331
KAF4595039.1,XP_008601633.1,1.18E-148,437,5.06E-148,436
KAF4595042.1,XP_008594306.1,0,2086,0,2072
KAF4595043.1,XP_008601615.1,1.17E-169,503,1.89E-176,520
KAF4595044.1,XP_008601616.1,0,1037,0,1046
KAF4595045.1,XP_008601818.1,3.53E-154,442,2.66E-161,460
KAF4595046.1,XP_008601981.1,2.60E-170,490,5.75E-169,486
KAF4595047.1,XP_008596122.1,3.24E-161,460,2.30E-161,460
KAF4595048.1,XP_008601617.1,2.17E-65,200,2.08E-61,190
KAF4595050.1,XP_008599154.1,0,925,0,925
KAF4595052.1,XP_008603495.1,0,575,0,575
KAF4595053.1,XP_008599153.1,5.65E-162,468,4.01E-162,468
KAF4595054.1,XP_008599152.1,0,613,0,599
KAF4595055.1,XP_008599151.1,2.56E-125,354,2.22E-129,364
KAF4595056.1,XP_008599150.1,2.70E-135,380,1.92E-135,380
KAF4595057.1,XP_008599149.1,2.45E-77,240,5.27E-73,229
KAF4595059.1,XP_008599144.1,3.85E-141,397,2.76E-141,397
KAF4595060.1,XP_008599142.1,5.94E-70,214,5.96E-70,214
KAF4595061.1,XP_008599141.1,0,949,0,949
KAF4595062.1,XP_008598328.1,0,657,0,640
KAF4595068.1,XP_008597692.1,1.70E-92,281,1.15E-92,281
KAF4595072.1,XP_008599155.1,2.06E-178,494,0,506
KAF4595074.1,XP_008598716.1,0,2201,0,2226
KAF4595075.1,XP_008598722.1,0,554,0,554
KAF4595076.1,XP_008598721.1,1.73E-176,504,0,522
KAF4595077.1,XP_008598299.1,1.58E-46,166,1.22E-49,175
KAF4595078.1,XP_008598297.1,0,560,0,557
KAF4595080.1,XP_008598291.1,4.12E-139,416,2.00E-137,411
KAF4595082.1,XP_008598280.1,0,633,0,620
KAF4595083.1,XP_008598281.1,0,632,0,632
KAF4595084.1,XP_008600441.1,0,625,0,580
KAF4595085.1,XP_008598283.1,0,504,0,504
KAF4595086.1,XP_008598289.1,0,747,0,758
KAF4595088.1,XP_008598278.1,0,757,0,767
KAF4595089.1,XP_008598320.1,2.10E-127,362,1.58E-127,362
KAF4595090.1,XP_008598273.1,0,1024,0,994
KAF4595091.1,XP_008599409.1,1.73E-86,259,1.56E-86,259
KAF4595092.1,XP_008599410.1,0,989,0,915
KAF4595093.1,XP_008599411.1,2.84E-145,410,2.10E-140,398
KAF4595094.1,XP_008599412.1,0,527,0,527
KAF4595095.1,XP_008599413.1,0,1838,0,1813
KAF4595097.1,XP_008599414.1,1.15E-44,151,4.66E-48,160
KAF4595098.1,XP_008599415.1,0,519,0,519
KAF4595099.1,XP_008599416.1,0,1036,0,1036
KAF4595100.1,XP_008599417.1,2.38E-98,278,1.70E-98,278
KAF4595101.1,XP_008599418.1,2.32E-92,276,3.11E-104,306
KAF4595102.1,XP_008599419.1,1.61E-34,122,9.63E-47,153
KAF4595103.1,XP_008595720.1,7.97E-29,113,4.17E-36,133
KAF4595104.1,XP_008602385.1,3.05E-38,150,1.76E-38,150
KAF4595106.1,XP_008599420.1,0,837,0,828
KAF4595107.1,XP_008595693.1,2.25E-47,159,3.29E-47,158
KAF4595108.1,XP_008599407.1,0,702,0,702
KAF4595109.1,XP_008599405.1,1.88E-36,132,1.32E-36,132
KAF4595111.1,XP_008599406.1,3.54E-114,342,1.78E-109,330
KAF4595114.1,XP_008599408.1,4.73E-106,335,2.22E-108,341
KAF4595115.1,XP_008599404.1,0,634,0,701
KAF4595116.1,XP_008599403.1,1.18E-120,341,9.20E-124,349
KAF4595117.1,XP_008599402.1,0,2005,0,2009
KAF4595118.1,XP_008599399.1,0,814,0,816
KAF4595119.1,XP_008599398.1,2.45E-102,289,1.74E-102,289
KAF4595120.1,XP_008599397.1,0,1174,0,1182
KAF4595121.1,XP_008599396.1,6.77E-77,239,7.21E-80,247
KAF4595122.1,XP_008596544.1,0,1249,0,1249
KAF4595123.1,XP_008599392.1,3.38E-21,82.8,6.48E-22,84
KAF4595124.1,XP_008599393.1,1.34E-172,509,4.70E-170,503
KAF4595125.1,XP_008599391.1,0,794,0,783
KAF4595126.1,XP_008599388.1,0,802,0,770
KAF4595127.1,XP_008599387.1,0,868,0,868
KAF4595128.1,XP_008599369.1,8.23E-12,53.9,7.23E-12,53.9
KAF4595129.1,XP_008599368.1,2.39E-154,438,4.91E-148,422
KAF4595130.1,XP_008599367.1,4.29E-63,189,5.72E-64,191
KAF4595131.1,XP_008599365.1,0,1066,0,1068
KAF4595132.1,XP_008599383.1,1.27E-135,394,4.26E-100,303
KAF4595133.1,XP_008599381.1,0,887,0,842
KAF4595133.1,XP_008602940.1,0,866,0,811
KAF4595134.1,XP_008599355.1,0,527,0,527
KAF4595135.1,XP_008599356.1,2.21E-125,362,7.80E-133,380
KAF4595136.1,XP_008599364.1,6.91E-74,219,1.05E-73,218
KAF4595137.1,XP_008599363.1,3.77E-136,388,7.40E-132,376
KAF4595138.1,XP_008599362.1,1.15E-63,208,8.93E-60,197
KAF4595139.1,XP_008599361.1,1.20E-176,484,8.57E-177,484
KAF4595140.1,XP_008599357.1,0,532,0,549
KAF4595141.1,XP_008599359.1,4.53E-59,178,3.49E-59,178
KAF4595142.1,XP_008599358.1,9.46E-45,146,7.20E-45,146
KAF4595144.1,XP_008599386.1,0,550,0,566
KAF4595145.1,XP_008599370.1,5.85E-104,314,3.70E-104,314
KAF4595148.1,XP_008594045.1,0,610,0,610
KAF4595150.1,XP_008594042.1,5.16E-138,392,9.23E-142,401
KAF4595152.1,XP_008594040.1,0,616,0,585
KAF4595153.1,XP_008594039.1,0,852,0,852
KAF4595154.1,XP_008594037.1,2.73E-74,220,1.99E-74,220
KAF4595156.1,XP_008597617.1,6.56E-162,457,2.77E-163,460
KAF4595157.1,XP_008597618.1,4.20E-103,290,3.00E-103,290
KAF4595158.1,XP_008597619.1,3.39E-121,349,2.46E-121,349
KAF4595159.1,XP_008597620.1,3.84E-114,327,5.26E-114,327
KAF4595160.1,XP_008594462.1,1.16E-76,230,2.81E-78,234
KAF4595161.1,XP_008594461.1,4.88E-89,258,9.94E-85,247
KAF4595162.1,XP_008593356.1,3.60E-54,174,2.17E-54,174
KAF4595164.1,XP_008598140.1,0,993,0,1002
KAF4595165.1,XP_008598139.1,1.22E-156,485,7.40E-161,495
KAF4595166.1,XP_008597963.1,5.32E-123,386,3.73E-122,384
KAF4595167.1,XP_008598155.1,0,1504,0,1526
KAF4595168.1,XP_008601685.1,0,756,0,783
KAF4595169.1,XP_008598071.1,2.47E-58,196,8.06E-58,194
KAF4595170.1,XP_008595072.1,7.11E-61,197,4.05E-61,198
KAF4595171.1,XP_008598070.1,0,1331,0,1331
KAF4595172.1,XP_008596957.1,1.55E-129,387,5.21E-124,372
KAF4595172.1,XP_008597495.1,1.25E-124,376,7.05E-119,360
KAF4595174.1,XP_008599498.1,4.37E-36,125,3.92E-36,125
KAF4595179.1,XP_008599966.1,8.16E-175,522,6.62E-144,442
KAF4595180.1,XP_008599967.1,1.08E-70,209,2.61E-77,226
KAF4595181.1,XP_008599968.1,1.75E-56,172,1.18E-56,172
KAF4595182.1,XP_008598162.1,0,920,0,798
KAF4595183.1,XP_008598160.1,5.50E-142,403,9.56E-143,405
KAF4595184.1,XP_008598159.1,0,530,3.07E-171,490
KAF4595185.1,XP_008598158.1,3.03E-123,380,7.33E-123,378
KAF4595186.1,XP_008599971.1,0,1642,0,1662
KAF4595187.1,XP_008598672.1,2.87E-35,134,7.38E-36,135
KAF4595188.1,XP_008600001.1,1.14E-20,91.3,3.43E-19,86.7
KAF4595189.1,XP_008600002.1,0,632,0,646
KAF4595191.1,XP_008595644.1,0,626,0,626
KAF4595192.1,XP_008595645.1,0,960,0,944
KAF4595193.1,XP_008595647.1,7.86E-69,215,7.34E-71,220
KAF4595194.1,XP_008595648.1,5.81E-54,176,2.34E-47,158
KAF4595195.1,XP_008595649.1,0,709,0,716
KAF4595196.1,XP_008595650.1,0,667,0,693
KAF4595197.1,XP_008595651.1,6.00E-104,298,1.22E-108,309
KAF4595198.1,XP_008595652.1,0,1010,0,1004
KAF4595199.1,XP_008598626.1,1.90E-42,147,1.30E-42,147
KAF4595200.1,XP_008598625.1,2.16E-30,113,3.12E-30,112
KAF4595203.1,XP_008599649.1,0,720,0,698
KAF4595204.1,XP_008594171.1,0,548,0,548
KAF4595205.1,XP_008602970.1,3.73E-105,295,2.65E-105,295
KAF4595206.1,XP_008602971.1,5.73E-109,306,4.07E-109,306
KAF4595207.1,XP_008602972.1,5.11E-75,224,7.09E-77,228
KAF4595208.1,XP_008602973.1,6.85E-80,233,4.00E-80,233
KAF4595209.1,XP_008595157.1,2.15E-28,97.8,7.79E-24,85.5
KAF4595210.1,XP_008599529.1,5.38E-149,429,2.86E-153,440
KAF4595211.1,XP_008602974.1,3.27E-47,147,2.57E-47,147
KAF4595212.1,XP_008602975.1,2.67E-82,292,3.54E-80,285
KAF4595213.1,XP_008602976.1,2.91E-45,139,2.08E-45,139
KAF4595214.1,XP_008602977.1,8.03E-56,172,1.09E-64,194
KAF4595215.1,XP_008602978.1,0,1766,0,1800
KAF4595218.1,XP_008595630.1,1.24E-85,246,8.86E-86,246
KAF4595219.1,XP_008595632.1,0,1453,0,1456
KAF4595220.1,XP_008595653.1,0,3105,0,3108
KAF4595222.1,XP_008595642.1,3.56E-139,389,2.54E-139,389
KAF4595223.1,XP_008595501.1,7.45E-165,480,5.27E-165,480
KAF4595224.1,XP_008598591.1,0,551,0,551
KAF4595224.1,XP_008602106.1,0,574,0,585
KAF4595225.1,XP_008596520.1,0,591,0,614
KAF4595226.1,XP_008595637.1,3.45E-75,237,4.27E-77,241
KAF4595227.1,XP_008595638.1,9.72E-64,190,8.40E-66,194
KAF4595228.1,XP_008595639.1,0,823,0,825
KAF4595229.1,XP_008595640.1,3.62E-118,385,1.38E-121,394
KAF4595230.1,XP_008595641.1,0,3527,0,3472
KAF4595231.1,XP_008595635.1,0,512,0,509
KAF4595234.1,XP_008602968.1,0,1820,0,1816
KAF4595239.1,XP_008600105.1,2.47E-76,227,1.05E-69,210
KAF4595241.1,XP_008600106.1,0,1222,0,1244
KAF4595242.1,XP_008600107.1,0,839,0,886
KAF4595243.1,XP_008600108.1,6.27E-65,208,1.13E-69,220
KAF4595244.1,XP_008600109.1,2.38E-158,448,1.19E-155,441
KAF4595245.1,XP_008600110.1,1.09E-94,270,7.81E-95,270
KAF4595246.1,XP_008600111.1,0,568,0,578
KAF4595247.1,XP_008601858.1,6.19E-41,137,5.82E-41,137
KAF4595248.1,XP_008600112.1,4.28E-74,228,3.26E-74,228
KAF4595249.1,XP_008600113.1,9.77E-135,379,6.98E-135,379
KAF4595251.1,XP_008599990.1,6.13E-106,309,1.37E-105,308
KAF4595253.1,XP_008600117.1,0,534,1.35E-180,530
KAF4595255.1,XP_008600119.1,0,1237,0,1257
KAF4595257.1,XP_008603070.1,0,1417,0,1417
KAF4595258.1,XP_008603069.1,0,866,0,843
KAF4595259.1,XP_008603068.1,0,534,0,526
KAF4595261.1,XP_008603067.1,4.31E-27,107,2.60E-27,107
KAF4595262.1,XP_008603066.1,1.48E-42,134,1.05E-42,134
KAF4595263.1,XP_008603065.1,0,605,0,627
KAF4595264.1,XP_008603064.1,0,2009,0,1979
KAF4595265.1,XP_008603063.1,0,575,0,575
KAF4595266.1,XP_008603062.1,0,573,0,573
KAF4595267.1,XP_008603061.1,5.65E-134,385,6.65E-137,392
KAF4595268.1,XP_008603060.1,0,579,0,578
KAF4595269.1,XP_008603059.1,0,1130,0,1061
KAF4595270.1,XP_008603058.1,2.77E-173,492,0,532
KAF4595272.1,XP_008597661.1,2.36E-101,332,5.31E-96,317
KAF4595273.1,XP_008597662.1,0,543,0,558
KAF4595275.1,XP_008597663.1,0,716,0,695
KAF4595276.1,XP_008597664.1,1.02E-150,439,2.74E-133,394
KAF4595277.1,XP_008597665.1,1.57E-146,412,8.77E-147,412
KAF4595278.1,XP_008597666.1,0,1509,0,1479
KAF4595279.1,XP_008601201.1,4.32E-124,391,1.68E-118,376
KAF4595280.1,XP_008601200.1,0,1946,0,1949
KAF4595284.1,XP_008600262.1,0,3442,0,3397
KAF4595285.1,XP_008603444.1,0,1982,0,1951
KAF4595286.1,XP_008603443.1,0,1069,0,1058
KAF4595288.1,XP_008603441.1,1.75E-126,364,1.21E-126,364
KAF4595290.1,XP_008603439.1,8.68E-54,172,2.54E-52,167
KAF4595291.1,XP_008603438.1,0,623,0,618
KAF4595292.1,XP_008603437.1,8.41E-94,276,1.38E-85,255
KAF4595293.1,XP_008603436.1,0,694,0,694
KAF4595296.1,XP_008599483.1,0,762,0,793
KAF4595297.1,XP_008599482.1,0,639,1.67E-170,504
KAF4595298.1,XP_008599481.1,4.37E-140,410,2.34E-137,403
KAF4595300.1,XP_008599468.1,3.47E-150,441,1.31E-152,446
KAF4595301.1,XP_008599350.1,2.84E-129,369,2.05E-129,369
KAF4595302.1,XP_008595662.1,0,704,0,705
KAF4595303.1,XP_008599469.1,0,1060,0,1051
KAF4595304.1,XP_008599470.1,6.55E-95,298,4.92E-89,282
KAF4595305.1,XP_008599623.1,3.97E-28,104,2.15E-28,104
KAF4595306.1,XP_008603620.1,2.25E-33,122,1.34E-33,122
KAF4595309.1,XP_008599472.1,0,531,2.86E-174,507
KAF4595311.1,XP_008599473.1,1.10E-125,362,5.75E-120,347
KAF4595312.1,XP_008599475.1,0,568,0,575
KAF4595313.1,XP_008599477.1,0,919,0,1058
KAF4595314.1,XP_008599478.1,0,964,0,951
KAF4595320.1,XP_008599465.1,4.49E-129,367,3.49E-129,367
KAF4595321.1,XP_008599464.1,5.74E-179,494,4.05E-179,494
KAF4595322.1,XP_008599463.1,0,1002,0,968
KAF4595323.1,XP_008599462.1,0,1454,0,1466
KAF4595324.1,XP_008599461.1,0,552,0,548
KAF4595325.1,XP_008599460.1,4.37E-179,543,2.19E-178,541
KAF4595326.1,XP_008595147.1,1.55E-168,485,2.73E-165,477
KAF4595327.1,XP_008595146.1,0,911,0,935
KAF4595328.1,XP_008595145.1,0,686,0,636
KAF4595332.1,XP_008595138.1,9.50E-95,276,4.59E-97,282
KAF4595333.1,XP_008595139.1,4.87E-59,184,1.95E-67,205
KAF4595334.1,XP_008595140.1,1.71E-87,254,2.94E-90,261
KAF4595335.1,XP_008595141.1,0,1393,0,1377
KAF4595336.1,XP_008595142.1,2.59E-131,367,1.80E-131,367
KAF4595337.1,XP_008595137.1,0,1902,0,1899
KAF4595338.1,XP_008595136.1,0,626,0,626
KAF4595339.1,XP_008595128.1,0,1430,0,1409
KAF4595341.1,XP_008595126.1,4.24E-100,297,6.27E-99,294
KAF4595342.1,XP_008595125.1,0,840,0,846
KAF4595343.1,XP_008595123.1,1.45E-109,333,1.78E-102,315
KAF4595344.1,XP_008595122.1,1.16E-11,53.9,3.94E-08,44.7
KAF4595345.1,XP_008595120.1,0,1213,0,1222
KAF4595346.1,XP_008595119.1,0,576,0,576
KAF4595347.1,XP_008595118.1,0,550,0,546
KAF4595348.1,XP_008595117.1,2.64E-23,89.7,1.02E-22,88.2
KAF4595349.1,XP_008597571.1,2.34E-61,189,4.93E-40,134
KAF4595350.1,XP_008597572.1,0,2150,0,2166
KAF4595351.1,XP_008597573.1,0,799,0,800
KAF4595352.1,XP_008597574.1,7.04E-91,265,1.48E-91,267
KAF4595353.1,XP_008597576.1,0,1189,0,1147
KAF4595354.1,XP_008597577.1,0,1003,0,1013
KAF4595355.1,XP_008597578.1,6.74E-55,172,2.05E-53,169
KAF4595356.1,XP_008597580.1,0,1058,0,1028
KAF4595357.1,XP_008594444.1,0,913,0,910
KAF4595358.1,XP_008594446.1,0,1205,0,1205
KAF4595361.1,XP_008603203.1,8.91E-19,72,6.69E-19,72
KAF4595362.1,XP_008594454.1,0,590,0,606
KAF4595363.1,XP_008594453.1,0,653,0,637
KAF4595364.1,XP_008594451.1,0,802,0,800
KAF4595365.1,XP_008601628.1,3.44E-79,236,2.44E-79,236
KAF4595366.1,XP_008594447.1,3.72E-67,206,1.15E-63,197
KAF4595367.1,XP_008594456.1,1.03E-41,133,7.82E-42,133
KAF4595368.1,XP_008594457.1,1.16E-24,92.8,3.85E-25,93.6
KAF4595370.1,XP_008594459.1,0,565,0,548
KAF4595371.1,XP_008594460.1,0,1685,0,1710
KAF4595372.1,XP_008601939.1,0,615,0,605
KAF4595374.1,XP_008598086.1,0,579,0,590
KAF4595376.1,XP_008598060.1,0,1339,0,1290
KAF4595381.1,XP_008598667.1,0,648,0,672
KAF4595382.1,XP_008598666.1,0,1419,0,1397
KAF4595383.1,XP_008602196.1,2.84E-177,532,2.36E-180,539
KAF4595385.1,XP_008602194.1,0,914,0,896
KAF4595386.1,XP_008602193.1,2.05E-54,168,1.44E-55,171
KAF4595387.1,XP_008602192.1,1.18E-71,224,3.87E-78,240
KAF4595389.1,XP_008602190.1,7.11E-148,415,5.15E-148,415
KAF4595390.1,XP_008602187.1,0,591,0,571
KAF4595391.1,XP_008602184.1,0,1809,0,1814
KAF4595392.1,XP_008602185.1,0,655,0,669
KAF4595393.1,XP_008602186.1,2.55E-52,160,3.81E-60,179
KAF4595394.1,XP_008594345.1,9.89E-64,206,3.52E-64,207
KAF4595394.1,XP_008597031.1,1.10E-60,198,7.89E-61,198
KAF4595396.1,XP_008603080.1,1.42E-25,97.4,7.44E-26,97.4
KAF4595397.1,XP_008594989.1,4.49E-152,433,4.45E-158,448
KAF4595398.1,XP_008598601.1,0,624,0,602
KAF4595400.1,XP_008598598.1,1.46E-52,166,7.55E-53,166
KAF4595403.1,XP_008598648.1,0,730,0,732
KAF4595406.1,XP_008598646.1,5.79E-117,352,2.90E-107,327
KAF4595407.1,XP_008596464.1,6.05E-99,285,4.88E-99,285
KAF4595408.1,XP_008598645.1,0,531,0,531
KAF4595410.1,XP_008598642.1,6.59E-127,365,4.71E-127,365
KAF4595411.1,XP_008598641.1,9.19E-125,355,7.47E-121,345
KAF4595412.1,XP_008598640.1,0,546,0,549
KAF4595413.1,XP_008598639.1,0,540,0,537
KAF4595414.1,XP_008599672.1,1.08E-30,122,2.23E-28,115
KAF4595415.1,XP_008598637.1,2.77E-47,157,2.31E-45,151
KAF4595416.1,XP_008598636.1,0,1030,0,992
KAF4595417.1,XP_008598635.1,6.66E-91,264,5.30E-91,264
KAF4595418.1,XP_008597937.1,0,679,0,671
KAF4595419.1,XP_008598634.1,0,1643,0,1620
KAF4595420.1,XP_008599718.1,0,755,0,754
KAF4595421.1,XP_008598562.1,1.57E-144,409,3.56E-155,436
KAF4595422.1,XP_008598561.1,0,679,0,713
KAF4595423.1,XP_008598559.1,3.29E-56,170,9.75E-57,171
KAF4595427.1,XP_008598557.1,0,2885,0,2828
KAF4595429.1,XP_008598556.1,2.15E-149,414,1.53E-149,414
KAF4595430.1,XP_008598555.1,0,1063,0,999
KAF4595431.1,XP_008598554.1,0,568,0,578
KAF4595432.1,XP_008598553.1,3.74E-155,456,1.12E-155,457
KAF4595433.1,XP_008598551.1,0,849,0,797
KAF4595434.1,XP_008598550.1,0,1084,0,1077
KAF4595435.1,XP_008598547.1,2.25E-167,468,7.66E-168,469
KAF4595436.1,XP_008598546.1,3.33E-89,259,5.43E-89,258
KAF4595440.1,XP_008598542.1,0,733,0,687
KAF4595443.1,XP_008602353.1,2.57E-81,259,1.68E-81,259
KAF4595445.1,XP_008598009.1,0,1615,0,1585
KAF4595446.1,XP_008597256.1,4.20E-172,479,3.21E-172,479
KAF4595447.1,XP_008596332.1,0,778,0,778
KAF4595448.1,XP_008596331.1,0,534,0,533
KAF4595449.1,XP_008599758.1,8.67E-18,73.2,4.47E-13,60.5
KAF4595452.1,XP_008594480.1,4.80E-156,440,7.58E-157,441
KAF4595453.1,XP_008596427.1,8.43E-88,253,1.50E-94,270
KAF4595454.1,XP_008596428.1,0,655,0,671
KAF4595456.1,XP_008596433.1,2.65E-168,464,4.29E-159,441
KAF4595457.1,XP_008596434.1,0,683,0,697
KAF4595458.1,XP_008602679.1,5.18E-17,81.6,4.88E-17,81.6
KAF4595459.1,XP_008595100.1,0,2315,0,2315
KAF4595460.1,XP_008596435.1,0,643,0,551
KAF4595461.1,XP_008596438.1,1.55E-160,457,1.70E-166,471
KAF4595464.1,XP_008599066.1,2.38E-108,318,2.59E-114,333
KAF4595466.1,XP_008599068.1,0,763,0,790
KAF4595467.1,XP_008599069.1,5.02E-68,202,3.46E-68,202
KAF4595468.1,XP_008599071.1,9.93E-18,83.2,7.54E-16,77
KAF4595470.1,XP_008601221.1,1.02E-30,115,5.83E-27,105
KAF4595471.1,XP_008599077.1,1.60E-40,150,7.36E-43,156
KAF4595472.1,XP_008596203.1,0,703,0,678
KAF4595473.1,XP_008596439.1,1.16E-52,185,9.41E-43,157
KAF4595476.1,XP_008599026.1,1.58E-95,289,1.19E-95,289
KAF4595477.1,XP_008599023.1,3.63E-97,293,6.69E-92,280
KAF4595479.1,XP_008599021.1,1.11E-57,199,1.16E-58,201
KAF4595481.1,XP_008599019.1,7.67E-113,330,4.07E-106,312
KAF4595482.1,XP_008599018.1,4.03E-104,303,1.80E-106,309
KAF4595483.1,XP_008599017.1,8.54E-27,92,3.53E-33,108
KAF4595484.1,XP_008599016.1,0,857,0,878
KAF4595485.1,XP_008599015.1,5.54E-70,206,3.39E-71,209
KAF4595486.1,XP_008599014.1,5.80E-157,467,7.60E-154,459
KAF4595488.1,XP_008599013.1,2.92E-54,170,1.48E-59,183
KAF4595489.1,XP_008599012.1,7.21E-93,276,2.87E-79,241
KAF4595490.1,XP_008599011.1,5.62E-66,207,2.40E-66,207
KAF4595491.1,XP_008599010.1,0,590,0,610
KAF4595493.1,XP_008599009.1,8.30E-61,199,3.98E-59,194
KAF4595494.1,XP_008599006.1,0,669,0,669
KAF4595496.1,XP_008599005.1,0,830,0,837
KAF4595499.1,XP_008602709.1,0,731,0,731
KAF4595500.1,XP_008599001.1,1.33E-116,328,9.60E-117,328
KAF4595505.1,XP_008596423.1,4.25E-76,237,1.57E-78,243
KAF4595506.1,XP_008597407.1,2.74E-11,52,2.10E-11,52
KAF4595507.1,XP_008596422.1,5.67E-125,355,1.32E-121,346
KAF4595509.1,XP_008596121.1,0,603,0,603
KAF4595510.1,XP_008596123.1,3.76E-110,337,2.79E-150,439
KAF4595511.1,XP_008596124.1,1.62E-175,485,1.15E-175,485
KAF4595512.1,XP_008596125.1,9.40E-109,315,1.52E-103,301
KAF4595513.1,XP_008596126.1,5.51E-135,401,8.39E-139,410
KAF4595514.1,XP_008596127.1,0,934,0,936
KAF4595516.1,XP_008596429.1,0,1186,0,1186
KAF4595520.1,XP_008596131.1,8.60E-109,328,6.81E-118,351
KAF4595521.1,XP_008596132.1,0,547,0,569
KAF4595522.1,XP_008596133.1,0,801,0,777
KAF4595523.1,XP_008596134.1,0,1548,0,1498
KAF4595524.1,XP_008596135.1,0,1662,0,1648
KAF4595525.1,XP_008596136.1,9.16E-149,430,2.25E-150,434
KAF4595526.1,XP_008596145.1,0,798,0,811
KAF4595527.1,XP_008596146.1,3.13E-94,278,2.64E-94,278
KAF4595528.1,XP_008596147.1,0,1742,0,1727
KAF4595529.1,XP_008596148.1,1.22E-166,467,6.14E-163,457
KAF4595530.1,XP_008596150.1,1.16E-103,328,5.24E-104,328
KAF4595531.1,XP_008596151.1,0,1022,0,1089
KAF4595532.1,XP_008596152.1,0,1049,0,1073
KAF4595534.1,XP_008596153.1,0,714,0,739
KAF4595534.1,XP_008599400.1,0,724,0,688
KAF4595535.1,XP_008596154.1,2.42E-157,446,6.98E-143,408
KAF4595536.1,XP_008596156.1,6.98E-179,491,5.08E-179,491
KAF4595537.1,XP_008596159.1,0,983,0,1031
KAF4595538.1,XP_008596158.1,8.21E-39,122,5.87E-39,122
KAF4595539.1,XP_008596157.1,0,616,0,616
KAF4595540.1,XP_008596165.1,4.09E-172,477,2.90E-172,477
KAF4595541.1,XP_008596161.1,0,1878,0,1911
KAF4595542.1,XP_008596162.1,3.56E-105,300,4.99E-99,284
KAF4595543.1,XP_008596163.1,0,629,0,642
KAF4595546.1,XP_008596160.1,9.66E-60,186,1.24E-77,231
KAF4595547.1,XP_008596164.1,0,1635,0,1588
KAF4595549.1,XP_008596167.1,0,966,0,994
KAF4595550.1,XP_008596168.1,0,735,0,749
KAF4595551.1,XP_008596169.1,0,984,0,991
KAF4595552.1,XP_008596170.1,4.19E-68,200,3.02E-68,200
KAF4595553.1,XP_008596172.1,0,642,0,698
KAF4595554.1,XP_008596173.1,1.38E-98,296,2.54E-104,310
KAF4595555.1,XP_008596174.1,0,1152,0,1154
KAF4595556.1,XP_008596175.1,0,3189,0,3186
KAF4595557.1,XP_008596177.1,2.98E-142,407,6.04E-142,405
KAF4595560.1,XP_008596182.1,1.19E-120,352,6.86E-106,314
KAF4595561.1,XP_008596183.1,0,1340,0,1336
KAF4595562.1,XP_008596193.1,0,1410,0,1407
KAF4595563.1,XP_008596192.1,0,603,0,605
KAF4595564.1,XP_008596191.1,3.90E-69,217,2.08E-66,210
KAF4595566.1,XP_008596190.1,0,559,0,574
KAF4595566.1,XP_008602755.1,0,565,0,558
KAF4595567.1,XP_008596189.1,5.16E-150,426,3.84E-150,426
KAF4595567.1,XP_008602857.1,1.01E-146,418,7.55E-147,418
KAF4595567.1,XP_008603330.1,6.55E-147,418,4.88E-147,418
KAF4595568.1,XP_008596188.1,1.41E-176,489,1.01E-176,489
KAF4595570.1,XP_008596186.1,4.24E-91,265,1.55E-83,246
KAF4595571.1,XP_008596185.1,1.21E-119,343,9.52E-120,343
KAF4595572.1,XP_008596184.1,0,674,0,696
KAF4595573.1,XP_008596194.1,3.19E-95,288,1.88E-84,260
KAF4595574.1,XP_008596195.1,1.54E-50,160,1.14E-50,160
KAF4595575.1,XP_008596196.1,2.20E-156,443,1.89E-167,471
KAF4595577.1,XP_008596197.1,0,647,0,652
KAF4595578.1,XP_008597887.1,0,844,0,843
KAF4595579.1,XP_008597888.1,0,854,0,868
KAF4595580.1,XP_008597889.1,0,1088,0,1068
KAF4595581.1,XP_008597890.1,0,712,0,704
KAF4595582.1,XP_008597891.1,0,861,0,841
KAF4595583.1,XP_008597892.1,0,781,0,781
KAF4595584.1,XP_008598827.1,6.77E-37,149,6.49E-40,159
KAF4595585.1,XP_008598826.1,2.70E-25,93.2,1.54E-28,101
KAF4595586.1,XP_008598825.1,0,1011,0,979
KAF4595587.1,XP_008598824.1,0,1196,0,1032
KAF4595588.1,XP_008596062.1,3.02E-40,154,1.93E-44,165
KAF4595589.1,XP_008598690.1,0,544,0,544
KAF4595590.1,XP_008598692.1,0,726,0,656
KAF4595591.1,XP_008598696.1,2.01E-150,422,1.91E-138,391
KAF4595592.1,XP_008598697.1,3.70E-106,307,1.10E-100,293
KAF4595593.1,XP_008598698.1,7.62E-69,220,6.97E-77,241
KAF4595594.1,XP_008598700.1,1.96E-126,377,1.41E-126,377
