"start","end","attributes_robin","attributes_ncbi"
116,1058,"Ophio5|1","XA68_10000"
327,2642,"Ophio5|8005","XA68_17960"
4134,4475,"Ophio5|8006","XA68_17961"
6821,8337,"Ophio5|8007","XA68_17962"
8819,10858,"Ophio5|8008","XA68_17963"
11391,14845,"Ophio5|8009","XA68_17964"
15330,17081,"Ophio5|8010","XA68_17965"
17462,18035,"Ophio5|8011","XA68_17966"
18558,24261,"Ophio5|8012","XA68_17967"
26414,32790,"Ophio5|8013","XA68_17968"
33457,34968,"Ophio5|8014","XA68_17969"
35207,35767,"Ophio5|8015","XA68_17970"
36781,37905,"Ophio5|8016","XA68_17971"
38382,38779,"Ophio5|8017","XA68_17972"
39836,42696,"Ophio5|8018","XA68_17973"
44070,44507,"Ophio5|8019","XA68_17974"
45863,48583,"Ophio5|8020","XA68_17975"
327,2764,"Ophio5|8021","XA68_17976"
471,2659,"Ophio5|8022","XA68_17977"
3336,4949,"Ophio5|8023","XA68_17978"
5326,6618,"Ophio5|8024","XA68_17979"
193,1900,"Ophio5|8025","XA68_17980"
2684,3956,"Ophio5|8026","XA68_17981"
4323,5171,"Ophio5|8027","XA68_17982"
5452,6415,"Ophio5|8028","XA68_17983"
369,2495,"Ophio5|8029","XA68_17984"
2709,4218,"Ophio5|8030","XA68_17985"
262,2148,"Ophio5|8031","XA68_17986"
2585,3229,"Ophio5|8032","XA68_17987"
4857,5522,"Ophio5|8033","XA68_17988"
5967,6449,"Ophio5|8034","XA68_17989"
126,684,"Ophio5|8035","XA68_17990"
1211,2953,"Ophio5|8036","XA68_17991"
4446,6067,"Ophio5|8037","XA68_17992"
243,1636,"Ophio5|8038","XA68_17993"
2499,3846,"Ophio5|8039","XA68_17994"
4303,5047,"Ophio5|8040","XA68_17995"
1514,3889,"Ophio5|8041","XA68_17996"
4850,6225,"Ophio5|8042","XA68_17997"
835,4837,"Ophio5|8043","XA68_17998"
383,2964,"Ophio5|8044","XA68_17999"
3305,4796,"Ophio5|8045","XA68_18000"
5482,7113,"Ophio5|8046","XA68_18001"
7600,7974,"Ophio5|8047","XA68_18002"
8382,9863,"Ophio5|8048","XA68_18003"
12822,13709,"Ophio5|8049","XA68_18004"
14226,15369,"Ophio5|8050","XA68_18005"
15784,16149,"Ophio5|8051","XA68_18006"
17015,18053,"Ophio5|8052","XA68_18007"
18466,20462,"Ophio5|8053","XA68_18008"
20541,21215,"Ophio5|8054","XA68_18009"
21463,22527,"Ophio5|8055","XA68_18010"
23011,24955,"Ophio5|8056","XA68_18011"
26239,28553,"Ophio5|8057","XA68_18012"
28815,32268,"Ophio5|8058","XA68_18013"
32291,32609,"Ophio5|8059","XA68_18014"
33439,35788,"Ophio5|8060","XA68_18015"
36374,37105,"Ophio5|8061","XA68_18016"
37126,37530,"Ophio5|8062",NA
37344,40944,"Ophio5|8063","XA68_18017"
42749,43408,"Ophio5|8064","XA68_18018"
43824,44334,"Ophio5|8065","XA68_18019"
44960,46487,"Ophio5|8066","XA68_18020"
1092,2668,"Ophio5|8067","XA68_18021"
4335,4951,"Ophio5|8068","XA68_18022"
810,1814,"Ophio5|8069","XA68_18023"
2129,3505,"Ophio5|8070","XA68_18024"
4192,6478,"Ophio5|8071","XA68_18025"
466,1790,"Ophio5|8072","XA68_18026"
1997,2254,"Ophio5|8073","XA68_18027"
2504,3089,"Ophio5|8074","XA68_18028"
3549,5929,"Ophio5|8075","XA68_18029"
3757,5387,"Ophio5|8076","XA68_18030"
628,4399,"Ophio5|8077","XA68_18031"
4624,5967,"Ophio5|8078","XA68_18032"
595,3356,"Ophio5|8079","XA68_18033"
4613,6253,"Ophio5|8080","XA68_18034"
295,2468,"Ophio5|8081","XA68_18035"
3138,6414,"Ophio5|8082","XA68_18036"
1273,3768,"Ophio5|8083","XA68_18037"
4148,5556,"Ophio5|8084","XA68_18038"
231,2085,"Ophio5|8085","XA68_18039"
3027,4756,"Ophio5|8086","XA68_18040"
4905,6257,"Ophio5|8087","XA68_18041"
375,1421,"Ophio5|8088","XA68_18042"
2994,3979,"Ophio5|8089","XA68_18043"
5266,5859,"Ophio5|8090","XA68_18044"
5978,6380,"Ophio5|8091","XA68_18045"
6609,7065,"Ophio5|8092","XA68_18046"
7636,8736,"Ophio5|8093","XA68_18047"
10690,10980,"Ophio5|8094","XA68_18048"
11426,11797,"Ophio5|8095","XA68_18049"
11815,13813,"Ophio5|8096","XA68_18050"
14050,15111,"Ophio5|8097","XA68_18051"
15509,17101,"Ophio5|8098","XA68_18052"
17504,23249,"Ophio5|8099","XA68_18053"
24409,26253,"Ophio5|8100","XA68_18054"
27171,28055,"Ophio5|8101","XA68_18055"
28190,29256,"Ophio5|8102","XA68_18056"
29433,31377,"Ophio5|8103","XA68_18057"
32240,33109,"Ophio5|8104","XA68_18058"
33619,34901,"Ophio5|8105","XA68_18059"
35653,36189,"Ophio5|8106","XA68_18060"
38599,40083,"Ophio5|8107","XA68_18061"
41441,42633,"Ophio5|8108","XA68_18062"
42971,44354,"Ophio5|8109","XA68_18063"
46085,46598,"Ophio5|8110","XA68_18064"
47000,48595,"Ophio5|8111","XA68_18065"
1717,3373,"Ophio5|8112","XA68_18066"
5251,5889,"Ophio5|8113","XA68_18067"
1667,2347,"Ophio5|8114","XA68_18068"
3190,4117,"Ophio5|8115","XA68_18069"
4805,5364,"Ophio5|8116","XA68_18070"
612,2457,"Ophio5|8117","XA68_18071"
4372,5614,"Ophio5|8118","XA68_18072"
831,1301,"Ophio5|8119","XA68_18073"
3677,4479,"Ophio5|8120","XA68_18074"
5297,5617,"Ophio5|8121","XA68_18075"
2167,3009,"Ophio5|8122","XA68_18076"
4204,6172,"Ophio5|8123","XA68_18077"
1326,3043,"Ophio5|8124","XA68_18078"
3091,5912,"Ophio5|8125","XA68_18079"
70,1314,"Ophio5|8126","XA68_18080"
2092,5936,"Ophio5|8127","XA68_18081"
1074,2789,"Ophio5|8128","XA68_18082"
3276,3950,"Ophio5|8129","XA68_18083"
4764,5299,"Ophio5|8130","XA68_18084"
645,1123,"Ophio5|8131","XA68_18085"
2174,5832,"Ophio5|8132","XA68_18086"
261,685,"Ophio5|8133","XA68_18087"
1760,2835,"Ophio5|8134","XA68_18088"
4055,5917,"Ophio5|8135","XA68_18089"
2300,3599,"Ophio5|8136","XA68_18090"
4197,5247,"Ophio5|8137","XA68_18091"
5717,7690,"Ophio5|8138","XA68_18092"
8142,8899,"Ophio5|8139","XA68_18093"
11441,12794,"Ophio5|8140","XA68_18094"
13533,14719,"Ophio5|8141","XA68_18095"
15416,17149,"Ophio5|8142","XA68_18096"
17181,18203,"Ophio5|8143","XA68_18097"
18990,19390,"Ophio5|8144","XA68_18098"
21550,25218,"Ophio5|8145","XA68_18099"
26564,27236,"Ophio5|8146","XA68_18100"
28353,29611,"Ophio5|8147","XA68_18101"
31134,33268,"Ophio5|8148","XA68_18102"
34298,35863,"Ophio5|8149","XA68_18103"
36402,37791,"Ophio5|8150","XA68_18104"
39011,40159,"Ophio5|8151","XA68_18105"
40461,42024,"Ophio5|8152","XA68_18106"
42384,44632,"Ophio5|8153","XA68_18107"
45846,47264,"Ophio5|8154","XA68_18108"
516,1838,"Ophio5|8155","XA68_18109"
3249,5034,"Ophio5|8156","XA68_18110"
543,5608,"Ophio5|8157","XA68_18111"
422,3013,"Ophio5|8158","XA68_18112"
2631,2959,"Ophio5|8159",NA
4016,4344,"Ophio5|8160","XA68_18113"
4346,5348,"Ophio5|8161","XA68_18114"
2260,2930,"Ophio5|8162","XA68_18115"
3444,4574,"Ophio5|8163","XA68_18116"
3494,5920,"Ophio5|8164","XA68_18117"
165,2701,"Ophio5|8165","XA68_18118"
2970,4285,"Ophio5|8166","XA68_18119"
4632,6140,"Ophio5|8167","XA68_18120"
158,743,"Ophio5|8168","XA68_18121"
1026,1565,"Ophio5|8169","XA68_18122"
2654,3988,"Ophio5|8170","XA68_18123"
2316,3113,"Ophio5|8171","XA68_18124"
4467,6035,"Ophio5|8172","XA68_18125"
236,900,"Ophio5|8173","XA68_18126"
1681,2094,"Ophio5|8174","XA68_18127"
2208,2716,"Ophio5|8175","XA68_18128"
4235,5484,"Ophio5|8176","XA68_18129"
22,1696,"Ophio5|8177","XA68_18130"
1703,2347,"Ophio5|8178","XA68_18131"
3025,3744,"Ophio5|8179","XA68_18132"
3967,4617,"Ophio5|8180","XA68_18133"
6309,11006,"Ophio5|8181","XA68_18134"
14479,15192,"Ophio5|8182","XA68_18135"
15621,16145,"Ophio5|8183","XA68_18136"
17326,18687,"Ophio5|8184","XA68_18137"
19359,20718,"Ophio5|8185","XA68_18138"
22329,24255,"Ophio5|8186","XA68_18139"
24807,26408,"Ophio5|8187","XA68_18140"
28671,29309,"Ophio5|8188","XA68_18141"
30690,31436,"Ophio5|8189","XA68_18142"
33871,36638,"Ophio5|8190","XA68_18143"
36897,37592,"Ophio5|8191","XA68_18144"
37910,39109,"Ophio5|8192","XA68_18145"
40007,43870,"Ophio5|8193","XA68_18146"
506,1091,"Ophio5|8194","XA68_18147"
2281,2877,"Ophio5|8195","XA68_18148"
48,905,"Ophio5|8196","XA68_18149"
1545,2891,"Ophio5|8197","XA68_18150"
3285,4530,"Ophio5|8198","XA68_18151"
4814,6036,"Ophio5|8199","XA68_18152"
777,2438,"Ophio5|8200","XA68_18153"
2728,3834,"Ophio5|8201","XA68_18154"
4157,5116,"Ophio5|8202","XA68_18155"
30,3644,"Ophio5|8203","XA68_18156"
3894,4978,"Ophio5|8204","XA68_18157"
590,1676,"Ophio5|8205","XA68_18158"
3044,5120,"Ophio5|8206","XA68_18159"
5772,6107,"Ophio5|8207","XA68_18160"
415,2685,"Ophio5|8208","XA68_18161"
3101,4292,"Ophio5|8209","XA68_18162"
477,3420,"Ophio5|8210","XA68_18163"
3736,5550,"Ophio5|8211","XA68_18164"
277,1677,"Ophio5|8212","XA68_18165"
2177,5372,"Ophio5|8213","XA68_18166"
385,1341,"Ophio5|8214","XA68_18167"
1901,3458,"Ophio5|8215","XA68_18168"
3653,4879,"Ophio5|8216","XA68_18169"
292,1621,"Ophio5|8217","XA68_18170"
1667,4258,"Ophio5|8218","XA68_18171"
4789,6601,"Ophio5|8219","XA68_18172"
6924,10001,"Ophio5|8220","XA68_18173"
11758,12576,"Ophio5|8221","XA68_18174"
12749,14342,"Ophio5|8222","XA68_18175"
15486,16379,"Ophio5|8223","XA68_18176"
17135,19416,"Ophio5|8224","XA68_18177"
20182,22180,"Ophio5|8225","XA68_18178"
23107,25381,"Ophio5|8226","XA68_18179"
25747,26610,"Ophio5|8227","XA68_18180"
26923,28168,"Ophio5|8228","XA68_18181"
28613,31461,"Ophio5|8229","XA68_18182"
34474,37075,"Ophio5|8230","XA68_18183"
37566,38893,"Ophio5|8231","XA68_18184"
39161,39664,"Ophio5|8232","XA68_18185"
40821,45335,"Ophio5|8233","XA68_18186"
52,2019,"Ophio5|8234","XA68_18187"
435,3236,"Ophio5|8235","XA68_18188"
3467,5375,"Ophio5|8236","XA68_18189"
1247,3043,"Ophio5|8237","XA68_18190"
3875,5419,"Ophio5|8238","XA68_18191"
1991,2860,"Ophio5|8239","XA68_18192"
4324,5058,"Ophio5|8240","XA68_18193"
726,3609,"Ophio5|8241","XA68_18194"
4471,4755,"Ophio5|8242","XA68_18195"
1952,4894,"Ophio5|8243","XA68_18196"
809,2984,"Ophio5|8244","XA68_18197"
4429,5789,"Ophio5|8245","XA68_18198"
254,607,"Ophio5|8246","XA68_18199"
638,2057,"Ophio5|8247","XA68_18200"
2203,5698,"Ophio5|8248","XA68_18201"
187,5180,"Ophio5|8249","XA68_18202"
1192,4038,"Ophio5|8250","XA68_18203"
4347,4898,"Ophio5|8251","XA68_18204"
5245,10531,"Ophio5|8252","XA68_18205"
11693,12239,"Ophio5|8253","XA68_18206"
12387,14621,"Ophio5|8254","XA68_18207"
15670,15980,"Ophio5|8255","XA68_18208"
20046,20570,"Ophio5|8256","XA68_18209"
20768,28345,"Ophio5|8257","XA68_18210"
29036,30910,"Ophio5|8258","XA68_18211"
31544,32734,"Ophio5|8259","XA68_18212"
33107,38676,"Ophio5|8260","XA68_18213"
40052,43965,"Ophio5|8261","XA68_18214"
44352,45488,"Ophio5|8262","XA68_18215"
45745,46228,"Ophio5|8263","XA68_18216"
46686,47553,"Ophio5|8264","XA68_18217"
48563,49345,"Ophio5|8265","XA68_18218"
51733,52827,"Ophio5|8266","XA68_18219"
53260,54209,"Ophio5|8267","XA68_18220"
57606,58775,"Ophio5|8268","XA68_18221"
59084,59498,"Ophio5|8269","XA68_18222"
59962,61074,"Ophio5|8270","XA68_18223"
62988,63652,"Ophio5|8271","XA68_18224"
64060,65145,"Ophio5|8272","XA68_18225"
65977,66431,"Ophio5|8273","XA68_18226"
66924,67249,"Ophio5|8274","XA68_18227"
67338,67868,"Ophio5|8275","XA68_18228"
68040,68493,"Ophio5|8276","XA68_18229"
71315,71563,"Ophio5|8277","XA68_18230"
71622,72759,"Ophio5|8278","XA68_18231"
73406,74565,"Ophio5|8279","XA68_18232"
75311,77197,"Ophio5|8280","XA68_18233"
77719,79032,"Ophio5|8281","XA68_18234"
79266,80829,"Ophio5|8282","XA68_18235"
81029,81703,"Ophio5|8283","XA68_18236"
81711,82154,"Ophio5|8284","XA68_18237"
83029,89371,"Ophio5|8285","XA68_18238"
90256,91319,"Ophio5|8286","XA68_18239"
91725,93489,"Ophio5|8287","XA68_18240"
94757,98837,"Ophio5|8288","XA68_18241"
944,3889,"Ophio5|8289","XA68_18242"
6093,8585,"Ophio5|8290","XA68_18243"
8729,9340,"Ophio5|8291","XA68_18244"
9348,10548,"Ophio5|8292","XA68_18245"
11064,12707,"Ophio5|8293","XA68_18246"
14263,16249,"Ophio5|8294","XA68_18247"
17162,19742,"Ophio5|8295","XA68_18248"
21097,21720,"Ophio5|8296","XA68_18249"
22547,23278,"Ophio5|8297","XA68_18250"
23435,24769,"Ophio5|8298","XA68_18251"
24816,26061,"Ophio5|8299","XA68_18252"
26749,29434,"Ophio5|8300","XA68_18253"
29704,30637,"Ophio5|8301","XA68_18254"
31299,33282,"Ophio5|8302","XA68_18255"
34158,36465,"Ophio5|8303","XA68_18256"
36778,37790,"Ophio5|8304","XA68_18257"
38833,43338,"Ophio5|8305","XA68_18258"
44476,46698,"Ophio5|8306","XA68_18259"
655,1995,"Ophio5|8307","XA68_18260"
2789,4769,"Ophio5|8308","XA68_18261"
1385,2576,"Ophio5|8309","XA68_18262"
2624,3382,"Ophio5|8310","XA68_18263"
4084,5562,"Ophio5|8311","XA68_18264"
608,1506,"Ophio5|8312","XA68_18265"
2083,5570,"Ophio5|8313","XA68_18266"
238,1620,"Ophio5|8314","XA68_18267"
1645,5366,"Ophio5|8315","XA68_18268"
589,1998,"Ophio5|8316","XA68_18269"
2106,5441,"Ophio5|8317","XA68_18270"
24,1231,"Ophio5|8318","XA68_18271"
3427,3815,"Ophio5|8319","XA68_18272"
817,1862,"Ophio5|8320","XA68_18273"
2276,4430,"Ophio5|8321","XA68_18274"
337,3063,"Ophio5|8322","XA68_18275"
3294,4750,"Ophio5|8323","XA68_18276"
437,5466,"Ophio5|8324","XA68_18277"
175,523,"Ophio5|8325","XA68_18278"
2524,3192,"Ophio5|8326","XA68_18279"
896,2842,"Ophio5|8327","XA68_18280"
5362,6876,"Ophio5|8328","XA68_18281"
9282,10415,"Ophio5|8329","XA68_18282"
13143,13781,"Ophio5|8330","XA68_18283"
16190,18395,"Ophio5|8331","XA68_18284"
19473,21015,"Ophio5|8332","XA68_18285"
21718,23968,"Ophio5|8333","XA68_18286"
24836,27922,"Ophio5|8334","XA68_18287"
28632,29294,"Ophio5|8335","XA68_18288"
30589,31722,"Ophio5|8336","XA68_18289"
32133,33981,"Ophio5|8337","XA68_18290"
34326,36555,"Ophio5|8338","XA68_18291"
37867,39198,"Ophio5|8339","XA68_18292"
39594,41732,"Ophio5|8340","XA68_18293"
41856,44300,"Ophio5|8341","XA68_18294"
45850,47689,"Ophio5|8342","XA68_18295"
2318,4844,"Ophio5|8343","XA68_18296"
669,1423,"Ophio5|8344","XA68_18297"
1764,2060,"Ophio5|8345","XA68_18298"
3303,3830,"Ophio5|8346","XA68_18299"
11,1503,"Ophio5|8347","XA68_18300"
3066,5436,"Ophio5|8348","XA68_18301"
203,2058,"Ophio5|8349","XA68_18302"
3373,4491,"Ophio5|8350","XA68_18303"
4624,5116,"Ophio5|8351","XA68_18304"
297,2573,"Ophio5|8352","XA68_18305"
3118,5366,"Ophio5|8353","XA68_18306"
1116,4160,"Ophio5|8354","XA68_18307"
968,5560,"Ophio5|8355","XA68_18308"
620,4269,"Ophio5|8356","XA68_18309"
1389,3401,"Ophio5|8357","XA68_18310"
3761,5010,"Ophio5|8358","XA68_18311"
4487,5678,"Ophio5|8359","XA68_18312"
8734,10841,"Ophio5|8360","XA68_18313"
12006,12965,"Ophio5|8361","XA68_18314"
13351,14065,"Ophio5|8362","XA68_18315"
14402,15504,"Ophio5|8363","XA68_18316"
15609,16558,"Ophio5|8364","XA68_18317"
17067,18278,"Ophio5|8365","XA68_18318"
18482,19306,"Ophio5|8366","XA68_18319"
20334,23075,"Ophio5|8367","XA68_18320"
23946,25031,"Ophio5|8368","XA68_18321"
25831,26405,"Ophio5|8369","XA68_18322"
27221,28444,"Ophio5|8370","XA68_18323"
29304,30552,"Ophio5|8371","XA68_18324"
30830,31636,"Ophio5|8372","XA68_18325"
35253,37449,"Ophio5|8373","XA68_18326"
37549,38179,"Ophio5|8374","XA68_18327"
38187,39777,"Ophio5|8375","XA68_18328"
39888,40313,"Ophio5|8376","XA68_18329"
40619,42535,"Ophio5|8377","XA68_18330"
43283,45590,"Ophio5|8378","XA68_18331"
46377,47498,"Ophio5|8379","XA68_18332"
244,4817,"Ophio5|8380","XA68_18333"
89,847,"Ophio5|8381","XA68_18334"
1106,2880,"Ophio5|8382","XA68_18335"
4369,5598,"Ophio5|8383","XA68_18336"
1194,4332,"Ophio5|8384","XA68_18337"
2866,3898,"Ophio5|8385","XA68_18338"
5186,5440,"Ophio5|8386","XA68_18339"
41,996,"Ophio5|8387","XA68_18340"
1181,1829,"Ophio5|8388","XA68_18341"
2856,4079,"Ophio5|8389","XA68_18342"
609,1869,"Ophio5|8390","XA68_18343"
2547,2882,"Ophio5|8391","XA68_18344"
2974,5355,"Ophio5|8392","XA68_18345"
41,3433,"Ophio5|8393","XA68_18346"
3640,4149,"Ophio5|8394","XA68_18347"
1324,5175,"Ophio5|8395","XA68_18348"
1189,2736,"Ophio5|8396","XA68_18349"
2805,3092,"Ophio5|8397","XA68_18350"
3694,4282,"Ophio5|8398","XA68_18351"
5693,10535,"Ophio5|8399","XA68_18352"
11161,14407,"Ophio5|8400","XA68_18353"
19176,19608,"Ophio5|8401","XA68_18354"
19748,20380,"Ophio5|8402","XA68_18355"
20555,21031,"Ophio5|8403","XA68_18356"
21681,22740,"Ophio5|8404","XA68_18357"
24347,25337,"Ophio5|8405","XA68_18358"
26128,32045,"Ophio5|8406","XA68_18359"
32692,33534,"Ophio5|8407","XA68_18360"
34049,36182,"Ophio5|8408","XA68_18361"
37170,38301,"Ophio5|8409","XA68_18362"
38650,38901,"Ophio5|8410",NA
38737,39428,"Ophio5|8411","XA68_18363"
40459,42102,"Ophio5|8412","XA68_18364"
43051,43629,"Ophio5|8413","XA68_18365"
43818,44259,"Ophio5|8414","XA68_18366"
44773,47229,"Ophio5|8415","XA68_18367"
160,1741,"Ophio5|8416","XA68_18368"
2048,4880,"Ophio5|8417","XA68_18369"
662,3049,"Ophio5|8418","XA68_18370"
3218,4961,"Ophio5|8419","XA68_18371"
651,1844,"Ophio5|8420","XA68_18372"
4322,5008,"Ophio5|8421","XA68_18373"
33,491,"Ophio5|8422",NA
745,3336,"Ophio5|8423",NA
3983,5266,"Ophio5|8424",NA
1654,2124,"Ophio5|8425","XA68_18374"
2278,2710,"Ophio5|8426","XA68_18375"
3984,4650,"Ophio5|8427","XA68_18376"
528,3952,"Ophio5|8428","XA68_18377"
4180,4624,"Ophio5|8429","XA68_18378"
103,459,"Ophio5|8430","XA68_18379"
1077,4238,"Ophio5|8431","XA68_18380"
7056,13327,"Ophio5|8432","XA68_18381"
13699,14320,"Ophio5|8433","XA68_18382"
14349,15536,"Ophio5|8434","XA68_18383"
18477,20054,"Ophio5|8435","XA68_18384"
21279,21821,"Ophio5|8436","XA68_18385"
22150,23996,"Ophio5|8437","XA68_18386"
24163,25204,"Ophio5|8438","XA68_18387"
25918,29125,"Ophio5|8439","XA68_18388"
30216,31139,"Ophio5|8440","XA68_18389"
32907,34524,"Ophio5|8441","XA68_18390"
34997,35692,"Ophio5|8442","XA68_18391"
35742,36221,"Ophio5|8443","XA68_18392"
37187,39718,"Ophio5|8444","XA68_18393"
41066,41505,"Ophio5|8445","XA68_18394"
41822,42449,"Ophio5|8446","XA68_18395"
42681,43278,"Ophio5|8447","XA68_18396"
43389,43688,"Ophio5|8448","XA68_18397"
44171,45086,"Ophio5|8449","XA68_18398"
45980,46894,"Ophio5|8450","XA68_18399"
2082,4592,"Ophio5|8451","XA68_18400"
532,4060,"Ophio5|8452","XA68_18401"
207,4470,"Ophio5|8453","XA68_18402"
1260,5016,"Ophio5|8454","XA68_18403"
943,4873,"Ophio5|8455","XA68_18404"
615,4509,"Ophio5|8456","XA68_18405"
538,2958,"Ophio5|8457","XA68_18406"
3094,4699,"Ophio5|8458","XA68_18407"
2792,3993,"Ophio5|8459","XA68_18408"
4061,4904,"Ophio5|8460","XA68_18409"
1556,4738,"Ophio5|8461","XA68_18410"
507,2071,"Ophio5|8462","XA68_18411"
2960,4841,"Ophio5|8463","XA68_18412"
3994,4349,"Ophio5|8464","XA68_18413"
4419,5171,"Ophio5|8465","XA68_18414"
5639,7846,"Ophio5|8466","XA68_18415"
8547,9556,"Ophio5|8467","XA68_18416"
10245,14425,"Ophio5|8468","XA68_18417"
14849,16710,"Ophio5|8469","XA68_18418"
16822,18431,"Ophio5|8470","XA68_18419"
18714,19292,"Ophio5|8471","XA68_18420"
19646,21762,"Ophio5|8472","XA68_18421"
22082,22704,"Ophio5|8473","XA68_18422"
23141,27052,"Ophio5|8474","XA68_18423"
28198,28619,"Ophio5|8475","XA68_18424"
29242,29754,"Ophio5|8476","XA68_18425"
32014,32414,"Ophio5|8477","XA68_18426"
35730,37920,"Ophio5|8478","XA68_18427"
38327,41508,"Ophio5|8479","XA68_18428"
42302,43231,"Ophio5|8480","XA68_18429"
43744,45119,"Ophio5|8481","XA68_18430"
45255,46125,"Ophio5|8482","XA68_18431"
3650,4083,"Ophio5|8483","XA68_18432"
4094,4862,"Ophio5|8484","XA68_18433"
139,1122,"Ophio5|8485","XA68_18434"
1456,2226,"Ophio5|8486","XA68_18435"
2330,4795,"Ophio5|8487","XA68_18436"
1839,3106,"Ophio5|8488","XA68_18437"
316,686,"Ophio5|8489","XA68_18438"
795,2354,"Ophio5|8490","XA68_18439"
2964,4755,"Ophio5|8491","XA68_18440"
3299,3736,"Ophio5|8492",NA
455,3320,"Ophio5|8493","XA68_18441"
3559,4181,"Ophio5|8494","XA68_18442"
234,1588,"Ophio5|8495","XA68_18443"
2916,3233,"Ophio5|8496","XA68_18444"
3550,4098,"Ophio5|8497","XA68_18445"
1129,3496,"Ophio5|8498","XA68_18446"
787,2670,"Ophio5|8499","XA68_18447"
99,1373,"Ophio5|8500","XA68_18448"
1543,2796,"Ophio5|8501","XA68_18449"
3219,6479,"Ophio5|8502","XA68_18450"
7787,8388,"Ophio5|8503","XA68_18451"
8561,11021,"Ophio5|8504","XA68_18452"
11582,12088,"Ophio5|8505","XA68_18453"
12390,13356,"Ophio5|8506","XA68_18454"
13546,14473,"Ophio5|8507","XA68_18455"
19093,21303,"Ophio5|8508","XA68_18456"
22995,23600,"Ophio5|8509","XA68_18457"
24041,24526,"Ophio5|8510","XA68_18458"
25456,27864,"Ophio5|8511","XA68_18459"
28416,29364,"Ophio5|8512","XA68_18460"
29698,30733,"Ophio5|8513","XA68_18461"
30752,32255,"Ophio5|8514","XA68_18462"
32514,33507,"Ophio5|8515","XA68_18463"
34547,37035,"Ophio5|8516","XA68_18464"
38458,38891,"Ophio5|8517","XA68_18465"
40172,42229,"Ophio5|8518","XA68_18466"
42941,44696,"Ophio5|8519","XA68_18467"
398,790,"Ophio5|8520","XA68_18468"
1704,4340,"Ophio5|8521","XA68_18469"
4598,4912,"Ophio5|8522","XA68_18470"
858,2320,"Ophio5|8523","XA68_18471"
2525,3563,"Ophio5|8524","XA68_18472"
2248,3996,"Ophio5|8525","XA68_18473"
625,1852,"Ophio5|8526","XA68_18474"
2346,4403,"Ophio5|8527","XA68_18475"
445,979,"Ophio5|8528","XA68_18476"
1100,1750,"Ophio5|8529","XA68_18477"
2548,2940,"Ophio5|8530","XA68_18478"
269,1342,"Ophio5|8531","XA68_18479"
2310,4060,"Ophio5|8532","XA68_18480"
4260,4676,"Ophio5|8533","XA68_18481"
530,4071,"Ophio5|8534","XA68_18482"
88,2670,"Ophio5|8535","XA68_18483"
2688,3056,"Ophio5|8536","XA68_18484"
922,2175,"Ophio5|8537","XA68_18485"
4450,5439,"Ophio5|8538","XA68_18486"
7653,8181,"Ophio5|8539","XA68_18487"
13756,18531,"Ophio5|8540","XA68_18488"
19855,21139,"Ophio5|8541","XA68_18489"
21228,22885,"Ophio5|8542","XA68_18490"
23318,24225,"Ophio5|8543","XA68_18491"
25095,27341,"Ophio5|8544","XA68_18492"
28168,30059,"Ophio5|8545","XA68_18493"
30339,31933,"Ophio5|8546","XA68_18494"
31980,32204,"Ophio5|8547","XA68_18495"
32675,33347,"Ophio5|8548","XA68_18496"
36064,37239,"Ophio5|8549","XA68_18497"
37605,38737,"Ophio5|8550","XA68_18498"
38637,39068,"Ophio5|8551",NA
39391,39594,"Ophio5|8552","XA68_18499"
39760,40642,"Ophio5|8553","XA68_18500"
42272,42499,"Ophio5|8554","XA68_18501"
43698,44067,"Ophio5|8555","XA68_18502"
44350,46158,"Ophio5|8556","XA68_18503"
295,1417,"Ophio5|8557","XA68_18504"
2063,2917,"Ophio5|8558","XA68_18505"
56,4129,"Ophio5|8559","XA68_18506"
84,1374,"Ophio5|8560","XA68_18507"
2153,4149,"Ophio5|8561","XA68_18508"
1057,3664,"Ophio5|8562","XA68_18509"
320,1510,"Ophio5|8563","XA68_18510"
54,2124,"Ophio5|8564","XA68_18511"
3187,4752,"Ophio5|8565","XA68_18512"
395,4528,"Ophio5|8566","XA68_18513"
2260,3830,"Ophio5|8567","XA68_18514"
4010,7785,"Ophio5|8568","XA68_18515"
8159,12144,"Ophio5|8569","XA68_18516"
12435,13151,"Ophio5|8570","XA68_18517"
13382,15490,"Ophio5|8571","XA68_18518"
15861,17160,"Ophio5|8572","XA68_18519"
17495,18768,"Ophio5|8573","XA68_18520"
18941,19816,"Ophio5|8574","XA68_18521"
20278,21252,"Ophio5|8575","XA68_18522"
21380,24631,"Ophio5|8576","XA68_18523"
25265,27671,"Ophio5|8577","XA68_18524"
28683,30182,"Ophio5|8578","XA68_18525"
32178,33585,"Ophio5|8579","XA68_18526"
34130,35890,"Ophio5|8580","XA68_18527"
37790,41189,"Ophio5|8581","XA68_18528"
42066,43056,"Ophio5|8582","XA68_18529"
43804,45843,"Ophio5|8583","XA68_18530"
365,3132,"Ophio5|8584","XA68_18531"
631,4233,"Ophio5|8585","XA68_18532"
2212,4659,"Ophio5|8586","XA68_18533"
228,3070,"Ophio5|8587","XA68_18534"
3088,3419,"Ophio5|8588","XA68_18535"
4068,4419,"Ophio5|8589","XA68_18536"
1664,3034,"Ophio5|8590","XA68_18537"
785,2556,"Ophio5|8591","XA68_18538"
2917,4065,"Ophio5|8592","XA68_18539"
